Elwood Carroll,215.95.236.118,1,1,46,7,987.6
Cuc Little,239.155.6.228,1,1,57,6,517.05
Allyson Smitham,NA,4,0,23,4,536.33
Sun Denesik,251.190.165.214,4,1,55,2,1823.8
Hank Stark,146.149.172.26,3,1,55,3,348.11
Janyce Greenfelder,NA,2,0,47,1,226.26
Charles Brown,NA,2,0,81,6,430.85
Elvin Lesch,NA,4,0,46,7,1815.4
Odelia Kozey,NA,4,0,25,4,1579.1
Carylon Satterfield,NA,4,0,54,7,2340.6
Diego Buckridge,NA,2,0,36,4,242.32
Alla Mitchell,NA,4,0,61,3,1613.6
Faviola Hintz,166.163.210.52,1,1,39,3,697.62
Sam Jast,NA,2,0,68,4,192.57
Kimberlie Kuhn,85.221.103.66,4,1,44,3,203.15
Ahmad Bartoletti,98.31.153.141,3,1,43,7,532.1
Salina Schulist,NA,2,0,73,6,287.65
Coleman Williamson,230.248.196.63,1,1,52,3,527.01
Arlean Kemmer,NA,4,0,45,7,850.99
Gavin Daugherty,NA,4,0,37,3,2866.2
Frederic Kuphal,NA,4,0,24,6,2058.6
Steve Hartmann,NA,2,0,83,6,54.521
Vivien Ondricka,92.220.135.171,4,1,49,2,1944
Monroe Fahey,234.248.13.200,1,1,27,7,1063.9
Joaquin Daniel,NA,2,0,62,7,483.37
Willie Buckridge,NA,2,0,32,4,289.94
Carisa Doyle,19.151.9.163,1,1,33,4,1418.1
Demetrius Predovic,161.149.30.244,4,1,34,3,1867.9
Ron Stanton,118.77.24.255,3,1,42,1,140.41
Luise Haag,NA,2,0,82,8,324.48
Jon Zulauf,63.216.104.139,3,1,71,8,59.353
Maira Emmerich,162.193.121.237,1,1,24,5,112.32
Marla Gislason,NA,2,0,59,5,44.427
Oswaldo Heathcote,NA,2,0,46,1,60.067
Drew Hand,NA,4,0,63,7,1226.3
Marnie Windler,153.77.63.144,4,1,30,3,1539.3
Indira Klein,132.157.46.191,1,1,27,7,318.2
Gloria Paucek,152.153.228.125,1,1,39,3,1922.4
Lyle Feeney,NA,2,0,83,2,152.91
Lupe Jacobs,205.23.227.210,1,1,45,1,124.72
Angel Koelpin,226.254.22.138,1,1,30,4,632.1
Vaughn McLaughlin,NA,2,0,47,4,218.54
Chauncey Walter,NA,3,0,34,3,1875.8
Pam Will,106.27.53.214,4,1,28,7,1678.8
Darrick Steuber,7.250.76.133,4,1,35,2,979.31
Lola Rau,NA,2,0,51,1,299.38
Ezekiel Kautzer,NA,2,0,36,2,88.304
Joya Altenwerth,51.203.148.198,4,1,38,3,1969.3
Gala Hodkiewicz,236.75.13.142,1,1,34,6,609.24
Jermaine Hills,148.151.94.158,1,1,25,5,833.3
Jacque West,53.111.255.39,4,1,24,4,1872.8
Alexander Schiller,NA,2,0,67,2,98.733
Brande Kling,203.215.25.147,1,1,34,6,1098.4
Mao Beer,212.203.221.56,4,1,55,5,1440.9
Ailene Swaniawski,NA,2,0,80,5,218.65
Bradford Beatty,NA,2,0,82,3,327.75
Chae Beahan,NA,3,0,56,2,1929.1
Terri Schoen,NA,4,0,54,1,560.67
Jama Stamm,NA,3,0,45,8,2715.3
Antonette Upton,NA,4,0,54,5,1326.2
Kathe Lindgren,NA,2,0,36,7,49.566
Hayden Gleason,NA,4,0,49,4,1825.1
Fredric Bins,85.249.63.106,4,1,47,7,139.43
Curt Legros,29.134.232.40,1,1,31,7,368.62
Bo Barrows,NA,2,0,81,1,103.16
Avery Homenick,147.229.151.123,3,1,36,3,960.35
Grazyna Schulist,198.43.161.164,1,1,29,8,1325.2
Danelle Windler,230.190.202.107,4,1,43,5,621.52
Colton Schuppe,NA,2,0,44,2,374.22
Terisa Deckow,227.228.66.246,1,1,30,4,1710.9
Diedre Jones,20.224.191.220,1,1,72,4,167.32
Penny Turcotte,NA,4,0,60,6,2123.7
Levi Zboncak,7.80.239.249,1,1,32,7,545.31
Vinnie Swift,NA,4,0,21,2,1542.7
Kattie Satterfield,165.154.136.214,4,1,51,7,781.17
Erma Pagac,69.68.44.190,1,1,36,1,1223.7
Romana Johns,210.217.236.93,3,1,52,2,229.26
Dustin Shanahan,193.65.81.85,1,1,65,3,394.41
Gabriel Pouros,251.216.115.104,4,1,26,3,977.03
Darron Streich,NA,2,0,42,6,397.05
Leroy Medhurst,NA,2,0,49,2,432.07
Marylyn Flatley,NA,2,0,75,4,178.32
Barrett Lesch,NA,3,0,62,7,2041.1
Amado Lubowitz,NA,3,0,35,6,1238.8
Venice Weimann,NA,2,0,64,6,228.87
Debora Ullrich,77.249.212.132,3,1,58,6,525.18
Steven Strosin,216.131.216.162,4,1,39,3,1655.1
Rochel Jacobi,78.94.19.18,1,1,25,2,461.49
Mirtha Hayes,4.129.136.40,3,1,46,4,646.14
Felicitas Stark,6.150.202.201,4,1,39,3,799.16
Dudley Lynch,NA,4,0,61,4,1461.5
Carmelo Reinger,NA,4,0,37,5,1670.4
Arnulfo Olson,90.150.207.185,1,1,32,7,1204.2
Frances Zemlak,NA,4,0,36,6,225.81
Marylee Sawayn,NA,2,0,30,4,68.261
Jimmy Ebert,NA,4,0,59,6,1343.6
Jacques Berge,233.122.243.160,3,1,60,3,324.83
Burton Baumbach,29.6.23.127,1,1,47,2,1279.9
Grady Reynolds,NA,2,0,84,3,431.04
Tyree Corwin,NA,3,0,42,3,1638.4
Olin Baumbach,NA,4,0,36,6,1528.3
Jerold Hudson,130.48.121.200,1,1,59,3,738.13
Anjelica Ritchie,65.39.31.237,4,1,31,6,399.75
Cassie Tromp,NA,4,0,47,3,2344.3
Malik McDermott,NA,4,0,58,5,497.46
Alexa Rohan,79.14.57.218,1,1,41,7,866.27
Luigi Osinski,NA,3,0,62,4,251.59
Quincy Borer,NA,4,0,40,3,1403
Edward Cassin,NA,4,0,33,5,1889.6
Thersa Schamberger,NA,2,0,32,2,486.45
Karl Schaefer,NA,2,0,56,8,375.96
Ronald Nicolas,NA,4,0,37,8,1772.8
Pricilla Daniel,NA,3,0,21,4,1774.9
Elena Schuster,NA,2,0,48,3,268.58
Arturo Koepp,158.155.173.68,4,1,54,1,371.43
Antony Mann,12.176.92.16,3,1,61,2,823.17
Wynona Aufderhar,NA,2,0,78,7,27.525
Jimmie Kub,41.252.233.189,3,1,64,1,96.592
Beau Rosenbaum,NA,2,0,64,3,251.71
Trinidad Stamm,NA,2,0,32,3,311.54
Josef Champlin,NA,3,0,60,3,1856.4
Rudy Rau,NA,3,0,37,2,972.5
Dan Armstrong,NA,3,0,50,8,459.17
Armando Koss,NA,2,0,71,8,391.32
Kiersten Wilkinson,NA,4,0,35,6,1855.7
Lona Pacocha,81.167.145.242,3,1,26,3,651.48
Desmond Ferry,159.213.22.219,1,1,33,1,1406.5
Alfred McClure,NA,4,0,32,5,2626.5
Ashly Schneider,NA,2,0,56,3,164.24
Hsiu Fisher,NA,4,0,57,7,124.1
Isis Brown,NA,4,0,36,3,1219.9
Gerald Pagac,210.222.217.212,3,1,56,6,494.48
Macie Koch,NA,4,0,59,3,721.34
Ambrose Senger,187.158.160.75,1,1,49,7,221.31
Tyson Rempel,174.78.39.200,3,1,33,3,304.88
Harland Smitham,1.238.39.255,3,1,65,3,696.07
Chase Harris,NA,2,0,42,6,287.35
Kayce Monahan,63.230.143.236,4,1,47,5,409.27
Hong Cormier,12.205.91.28,1,1,58,1,747.8
Alyse Hand,184.233.105.244,1,1,34,4,633.35
Johnnie Welch,NA,4,0,27,5,654.45
Keneth Nolan,NA,4,0,18,4,558.28
Rebbecca Cummings,NA,2,0,46,5,293.51
Lin Langworth,177.211.142.198,1,1,24,8,438.72
Lester Doyle,NA,2,0,74,3,183.85
Lewis Cassin,16.10.48.173,1,1,44,8,1236
Darcie Russel,215.118.159.191,1,1,38,6,544.5
Augustine Padberg,NA,4,0,47,6,2941.8
Delinda Renner,117.124.98.60,1,1,59,8,122.07
Emerita Ziemann,153.191.46.55,1,1,60,5,800.33
Gaylord Roberts,79.193.61.108,1,1,21,7,1229.7
Jospeh Kihn,225.134.170.83,1,1,45,6,692.89
Dane Fadel,165.211.189.153,1,1,39,2,606.68
Basil Emmerich,207.25.68.27,4,1,52,3,1615.1
Ofelia Kunde,246.162.242.76,4,1,24,2,517.19
Louetta Harber,NA,4,0,23,5,2051.3
Lyndon Murazik,NA,2,0,43,1,228.8
Donte Hayes,250.210.113.136,4,1,48,2,560.36
Vergie Murray,NA,3,0,39,3,1956.7
Eliseo Jenkins,NA,2,0,82,7,153.52
Keneth Parker,NA,4,0,34,7,737.45
Madalene Konopelski,186.140.153.103,1,1,19,6,201.95
Jody Kuhic,NA,3,0,32,4,2351.5
Colin Hagenes,166.36.206.174,4,1,23,3,354.92
Reynaldo Paucek,91.116.73.115,3,1,73,4,239.65
Sanford Boyer,48.13.174.183,3,1,36,1,200.78
Karena Swaniawski,58.233.127.120,1,1,24,3,127.36
Julio Crona,197.116.228.142,1,1,35,7,166.28
Lesley Hahn,NA,2,0,41,8,344.48
Deon Stehr,NA,4,0,41,8,1716.9
Vivien Kerluke,NA,4,0,58,1,2604.8
Cesar Hilpert,80.223.182.103,1,1,58,4,631.78
Edison Waelchi,82.99.11.53,1,1,47,1,1971.3
Loretta Labadie,NA,4,0,33,5,2795
Dortha Herman,NA,2,0,54,3,306.56
Phil Gerlach,NA,2,0,50,7,249.89
Terra Kuhlman,NA,2,0,53,3,476.22
Gaylord Larkin,243.229.225.20,4,1,42,3,1441.2
Keira Marquardt,NA,4,0,45,7,593.99
Tobias Schinner,NA,2,0,44,4,38.871
Jonathon Durgan,152.91.206.20,1,1,52,7,228.65
Demetrius Cruickshank,66.166.91.209,1,1,37,7,236.03
Carroll Larson,126.9.160.103,3,1,32,4,642
Stephan Nikolaus,NA,2,0,66,1,101.67
Jess Bernier,35.248.166.214,3,1,26,4,702.16
Geri Effertz,12.117.64.166,1,1,55,5,156.25
Claretha Satterfield,119.150.253.36,4,1,47,3,753.5
Stephan Swaniawski,NA,3,0,42,4,2389.5
Louis Bednar,NA,4,0,22,2,364.08
Delma Kulas,NA,4,0,58,4,782.75
Erma Kunze,152.175.35.143,1,1,35,5,1573.9
Enrique Lang,NA,4,0,23,7,2137.8
Rheba Lowe,169.52.139.63,4,1,44,4,244.96
Ghislaine Bahringer,229.95.55.115,4,1,36,5,1765.9
Hedy Thiel,210.13.176.225,1,1,47,1,573.64
Felix Brakus,69.146.161.52,3,1,32,4,885.19
Vania Cole,NA,4,0,18,5,1993.4
Shalanda Glover,225.43.177.54,3,1,62,5,65.628
Charles Wilkinson,223.129.155.63,1,1,33,2,992.44
Deandra Will,39.144.78.46,3,1,63,4,479.38
Sidney Heller,NA,3,0,46,1,1968.7
Jocelyn Green,246.195.237.48,1,1,39,4,424.15
Ayanna Wisozk,NA,2,0,32,5,39.643
Ayanna Mann,NA,2,0,52,3,141.75
Abram Watsica,15.31.190.217,1,1,58,6,474.5
Denny Hagenes,137.34.170.10,4,1,53,5,517.05
Euna Bins,NA,2,0,64,7,126.44
Terrence Zboncak,166.85.145.200,1,1,24,2,1073.8
Chuck Feeney,NA,3,0,32,7,2262.1
Donovan Schultz,165.228.119.81,4,1,43,3,1044.8
Mireille Fay,NA,3,0,30,7,2122
Mauro Jakubowski,98.108.221.135,1,1,28,5,931.63
Joaquin Eichmann,NA,2,0,81,7,384.36
Aubrey Halvorson,110.29.113.34,3,1,28,7,674.51
George West,NA,4,0,44,4,2102.3
Helga Will,NA,3,0,34,7,916.85
Colin Stokes,137.129.54.243,1,1,21,2,1671.2
Rufus Bernier,NA,3,0,35,2,2454
Brenton Reichel,NA,4,0,59,5,2826.6
Darrick Dooley,NA,4,0,47,2,343.32
Suzy Mayer,60.18.189.192,4,1,49,3,1132.2
Carmelo Kihn,179.36.73.129,4,1,47,3,671.59
Vennie Thompson,28.4.192.168,3,1,42,4,765.45
Thresa Wunsch,113.123.132.215,4,1,54,4,153.18
Gilberte Smith,243.181.24.197,1,1,25,7,720.75
Jann King,NA,3,0,46,5,2237.8
Scottie Batz,NA,4,0,49,2,633.52
Joe Gislason,214.196.30.73,1,1,72,6,207.41
Royal Cartwright,NA,2,0,82,4,12.771
Loreta Connelly,84.18.53.232,3,1,58,3,961.74
Gaylord Rippin,49.21.1.90,3,1,58,7,125.87
Karren Kozey,19.96.163.113,1,1,48,7,354.38
Guy Collier,NA,4,0,36,6,421.83
Annika Schuppe,NA,3,0,50,3,2919
Twanna Wyman,NA,4,0,32,6,704.7
Tona Thiel,240.239.131.186,3,1,66,3,635.51
Lawrence Gorczany,205.174.24.133,3,1,41,3,561.04
Otto Lemke,NA,3,0,40,6,599.85
Kathrine Rippin,218.206.208.46,1,1,47,7,366.85
Katie Towne,NA,2,0,77,3,187.94
Sherman Block,36.59.189.172,1,1,42,6,1938.5
Ardath Schuster,207.245.30.206,3,1,45,2,954.03
Cory Wyman,188.37.203.36,4,1,43,4,1389.2
Cordia Turner,231.255.179.57,1,1,24,2,755.82
Jude Crooks,175.239.147.118,1,1,35,5,225.53
Scot Lockman,NA,4,0,46,7,1135.5
Fransisca Beatty,31.91.249.1,1,1,22,7,786.1
Darryl Renner,NA,4,0,49,7,2190.3
Daniel McClure,NA,4,0,44,4,1643.2
Vannessa Zieme,243.93.242.190,3,1,49,7,286.57
Odessa Frami,NA,4,0,31,1,1889.9
Tyesha Upton,NA,4,0,18,6,593.56
Gilberto McClure,184.240.208.66,1,1,43,2,1699.7
Beau Lynch,NA,3,0,41,2,2397.6
Jarod Abbott,NA,4,0,29,4,871.29
Madison Mante,NA,4,0,62,7,979.44
Carly Yundt,NA,4,0,27,8,2776.2
Christiane Jacobs,NA,2,0,35,3,411.57
Denis Reichel,44.218.166.49,3,1,52,7,665.44
Malvina Gleichner,67.121.132.134,1,1,45,3,430.55
Benito Murray,128.33.73.3,3,1,44,6,451.85
Orlando Weissnat,NA,2,0,45,5,362.32
Marco Hills,147.175.43.170,3,1,27,5,381.87
Sophia Bergstrom,NA,4,0,40,5,2199.4
Georgiann Sanford,67.143.80.30,3,1,31,7,988.26
Chas Feest,14.198.69.213,3,1,62,1,673.96
Mui Schultz,51.37.17.147,3,1,53,7,374.8
Dylan Kuhlman,155.107.157.227,1,1,72,6,129.08
Jess Rodriguez,NA,2,0,29,5,335.45
Yolanda Prosacco,233.15.101.205,1,1,25,4,430.82
Xavier Bailey,211.215.247.78,1,1,45,7,174.93
Lindsey Streich,NA,4,0,46,3,2349.5
Ahmad Kihn,33.141.22.55,4,1,51,4,548.88
Reggie Hudson,NA,4,0,30,2,2924.9
Sol Goyette,117.153.110.73,1,1,41,4,712.06
Lou Torphy,NA,4,0,29,2,1757.1
Alisia Klocko,189.121.245.168,4,1,25,1,292.9
Carlos Hackett,255.103.91.48,4,1,49,7,288.69
Adam Blanda,171.157.198.23,4,1,27,5,1162.9
Kaitlin Bogan,29.236.70.90,4,1,28,8,1924.3
Melvin Bode,NA,4,0,48,5,1025.7
Shaunta Stehr,182.174.34.219,3,1,35,8,608.96
Rod Gerlach,NA,3,0,53,6,1859.2
Sophie Abshire,231.243.151.172,3,1,38,3,364.07
Emmaline Aimonetti,NA,2,0,58,6,380.26
Zenia Parisian,NA,2,0,58,5,488.69
Gustavo Waelchi,NA,2,0,30,3,23.838
Bryan Nader,NA,3,0,44,3,819.08
Kristofer Goyette,213.17.153.215,3,1,30,4,186.88
Georgina Zemlak,NA,3,0,29,7,1592.3
Jenee Berge,220.88.66.49,1,1,28,3,412.61
Wanda Olson,240.59.138.109,4,1,28,7,1506.7
Wesley Lesch,NA,2,0,83,2,418.8
Deanna Moen,15.90.28.129,4,1,19,7,1659.3
Leeann Medhurst,95.13.28.53,1,1,54,2,1698.7
Lowell Cole,48.27.216.96,4,1,21,1,874.61
Karole Schiller,NA,3,0,36,5,1261.2
Denver Aufderhar,231.47.86.182,1,1,32,5,1381.2
Tynisha King,1.222.93.175,1,1,49,5,1535
Leia Padberg,142.126.54.41,1,1,22,6,1647.5
Stefan Tillman,116.50.190.171,3,1,70,8,973.09
Olivia Murray,NA,3,0,35,2,2066.5
Nickole Reilly,NA,2,0,53,7,227.79
Mariah Treutel,NA,4,0,43,3,819.9
Ned Hirthe,NA,4,0,37,4,2215
Ashlie Lockman,NA,3,0,60,5,1923.5
Cheryl Ledner,25.123.150.211,1,1,42,2,859.12
Carolina Mayer,NA,2,0,48,6,173.89
Xenia Marvin,29.42.143.6,4,1,47,1,77.887
Josiah Lind,3.249.50.74,3,1,46,3,874.26
Waylon Schumm,NA,4,0,34,6,2046.9
Mercedes Keeling,9.255.248.242,1,1,29,7,281.71
Hal Zieme,211.41.150.160,1,1,39,7,931.86
Ignacio Pouros,96.210.29.110,1,1,31,7,1752.2
Mckinley Block,42.233.121.112,4,1,50,1,1394.9
Harriette Haley,NA,2,0,68,1,354.89
Mauricio Fahey,27.76.145.146,1,1,71,3,174.69
Taylor Schowalter,NA,2,0,45,4,101.92
Roxana Koss,157.2.40.119,1,1,32,4,419.02
Leland Ernser,NA,2,0,70,3,77.975
Cortney Mills,NA,2,0,31,4,27.403
Jamar Cassin,228.237.53.171,3,1,42,2,921.7
Johnette Kling,NA,2,0,62,4,407.54
Rebekah Pollich,NA,2,0,68,7,299.54
Donte Heidenreich,249.18.156.40,1,1,33,4,235.76
Mai Franecki,NA,4,0,19,6,735.43
Milan Murphy,NA,2,0,53,1,199.69
Marva Brakus,NA,2,0,29,5,461.17
Chester Schiller,NA,2,0,57,7,21.128
Edgardo Nader,30.195.211.7,3,1,70,3,622.05
Adella Reichert,NA,4,0,47,1,2085.9
Bernadine Kunze,133.131.79.58,4,1,49,4,1115.3
Tami Lueilwitz,NA,4,0,19,3,665.82
Tamika Hand,153.163.217.64,3,1,71,7,789.41
Florencio Mosciski,NA,4,0,50,7,2751.2
Dan Thompson,248.135.149.150,1,1,38,4,1799.8
Dorian Conn,NA,4,0,62,5,2926.9
Julian Bechtelar,126.236.122.9,4,1,46,2,1284.4
Natividad Kilback,NA,2,0,76,7,64.077
Deja Okuneva,NA,4,0,36,1,2389.7
Buck King,101.43.222.6,1,1,27,5,370.44
Gale Sporer,NA,2,0,81,4,433.92
Max O'Hara,NA,3,0,49,7,2610.9
Gerard Fisher,97.255.190.227,3,1,43,3,498.3
Maximo Rogahn,NA,2,0,58,1,8.7089
Shalon Goyette,NA,2,0,49,5,313.25
Steven Herman,NA,3,0,49,5,713.48
Adrien Terry,18.84.92.163,3,1,30,3,518.14
Tuyet Donnelly,168.13.175.61,4,1,47,2,326.6
Kendrick Adams,159.178.174.165,3,1,40,7,972.19
Bradley Gleason,NA,2,0,68,8,63.708
Moses Nitzsche,NA,2,0,47,5,435.82
Minerva McClure,NA,4,0,59,4,2628.2
Sergio Lockman,145.55.248.53,1,1,50,2,934.43
Tawnya Gibson,20.243.253.241,1,1,37,7,279.87
Manie Schinner,134.239.184.178,3,1,52,1,664.37
Bong Pfannerstill,NA,2,0,46,3,70.389
Nell Hermiston,119.114.32.238,3,1,66,7,576.28
Cecille Nader,192.106.100.144,3,1,35,2,161.88
Jutta Reilly,NA,4,0,51,7,454.68
Vince Blanda,NA,2,0,55,3,181.12
Jared Kihn,NA,2,0,36,5,251.29
Gwenda Purdy,45.17.181.158,1,1,34,5,614.21
Marlon Lowe,38.236.139.38,4,1,45,6,816.89
Colton Hauck,NA,2,0,52,7,189.51
Edward Lynch,NA,2,0,54,2,382.85
Ileana Stiedemann,32.93.157.217,1,1,55,7,936
Janella Gleichner,NA,3,0,20,4,1765.2
Suzy McLaughlin,NA,4,0,47,7,2021
Denny Bradtke,NA,4,0,56,1,1518.1
Billy Abshire,160.198.23.8,4,1,21,8,687.5
Keith Walker,NA,3,0,38,4,1076.9
Ewa Flatley,70.132.124.93,1,1,25,8,981.47
Eboni Walker,NA,2,0,60,4,5.5282
Nicky Nienow,NA,2,0,43,8,121.64
Beula Pacocha,NA,4,0,32,5,1499.1
Marsha Hauck,66.244.181.88,3,1,55,3,203.27
Rudolph Schowalter,NA,2,0,30,1,301.02
Salvador Collins,NA,4,0,52,2,626.06
Domenic Grady,21.64.137.224,1,1,20,2,1884.4
Patrick Cassin,203.145.119.221,1,1,20,6,1007.9
Alberta Trantow,239.1.137.192,4,1,51,5,1167.8
Branden Schuster,NA,3,0,43,7,670.51
Mac Halvorson,NA,2,0,81,2,59.708
Charley Kovacek,195.169.204.59,4,1,54,1,1580.6
Kathaleen Dibbert,34.31.74.251,4,1,39,8,231.8
Tim Pollich,NA,3,0,23,2,2736.8
Normand Ratke,NA,2,0,32,6,84.294
Long Kozey,NA,3,0,53,4,1860.5
Sally Hayes,NA,2,0,59,2,216.3
Gregg Mayer,244.56.58.84,1,1,37,3,312.58
Michael Gutmann,4.55.20.135,3,1,47,5,795.84
Maybelle Stamm,123.163.83.34,1,1,53,1,693.59
Della Zieme,NA,3,0,40,8,2998.3
Maricela Rau,69.110.215.190,1,1,52,2,905.54
Mose O'Hara,161.59.39.56,3,1,50,7,57.272
Oren Rodriguez,NA,4,0,55,4,2491.5
Ava Wisozk,NA,2,0,50,3,422.93
Erick Schumm,NA,4,0,37,3,1489.1
Cristobal Rolfson,181.105.228.243,1,1,73,7,544.58
Mittie Mann,92.20.162.92,4,1,41,2,1710.3
Chadwick Witting,NA,4,0,22,7,411.08
Timothy Hessel,NA,4,0,42,8,2814.9
Deangelo Hirthe,NA,2,0,82,7,433.2
Patricia Huels,NA,4,0,24,8,151.69
Conrad Mertz,247.102.50.223,4,1,50,6,1464.5
Dalton Willms,90.4.75.100,1,1,41,6,1812.7
Lori Marquardt,NA,2,0,51,2,59.252
Estrella Batz,130.37.170.113,3,1,54,7,563.81
Clair Watsica,190.77.145.42,3,1,71,4,191.05
Jerri Welch,NA,2,0,71,1,326.59
Emory Durgan,41.60.179.33,3,1,38,5,352.68
Zena Morissette,NA,4,0,52,3,2868.4
Collin Stamm,81.197.231.138,4,1,27,6,1993.9
Buster Christiansen,197.68.215.214,3,1,70,2,843.74
Damien Rath,253.4.5.176,1,1,22,2,489.77
Janis Jenkins,NA,4,0,47,4,2190.3
Annamarie Kub,202.101.76.159,1,1,73,2,948.07
Sharika Muller,NA,2,0,77,7,388.96
Rose Parker,121.131.221.8,3,1,61,6,96.374
Jami Wolff,112.101.38.99,4,1,37,2,1638.7
Malcom Corkery,52.73.140.216,4,1,31,2,1990.6
Tresa Stracke,214.222.11.223,1,1,44,3,148.81
Tiffiny Walsh,196.32.52.22,1,1,53,5,540.78
Lara Watsica,156.36.131.109,3,1,38,7,386.24
Nathanael Terry,NA,4,0,24,7,290.79
Genia Boyle,2.131.186.125,1,1,25,2,310.88
Dwain Legros,NA,2,0,79,7,369.48
Frederick Zulauf,NA,4,0,53,8,2787.5
Frederick Maggio,NA,4,0,53,3,1842.5
Rhoda Champlin,NA,4,0,36,5,1762.9
Anglea Wyman,NA,2,0,62,4,42.879
Kindra Leffler,NA,2,0,77,3,373.44
Courtney Jerde,130.241.204.208,1,1,36,4,391.84
Janeen Glover,225.125.149.6,1,1,39,6,745.57
Emmy Ankunding,120.68.240.77,3,1,61,1,102.41
Emelia Klocko,NA,2,0,51,2,14.651
Stefan Walter,NA,2,0,48,6,121.52
Dwain Shields,NA,2,0,34,3,14.593
Andy Langworth,168.3.126.45,1,1,45,5,97.047
Marguerite Smith,192.50.110.49,4,1,47,1,1450.3
Dwana Jerde,193.35.209.52,1,1,74,2,322.42
Eldridge Mayer,30.148.8.212,1,1,31,4,476.88
Earle Kutch,204.222.27.169,4,1,21,4,438.13
Edwin Kunze,222.226.123.116,3,1,74,4,647.32
Magali Thompson,41.45.46.247,1,1,66,6,951.69
Roselle Ullrich,9.227.219.137,1,1,34,3,1262.1
Lianne Haley,NA,2,0,35,7,251.63
Leroy Mraz,NA,4,0,60,7,488.17
Rusty Lynch,NA,3,0,53,4,1762.2
Jenell Conroy,NA,2,0,60,3,253.58
Spencer Rice,NA,4,0,40,3,2375.8
Lilliam Kuhlman,19.233.126.12,3,1,70,7,989.65
Rey Marquardt,NA,3,0,19,7,2225.1
Coretta Leffler,73.86.138.20,4,1,38,2,176.44
Elmer Collier,NA,2,0,29,3,129.99
Jessia Kihn,NA,4,0,25,3,1132.4
Burt Corwin,88.66.104.59,1,1,64,3,332.18
Casey Kshlerin,NA,2,0,43,4,296.69
Rebecca Schaefer,144.148.87.75,3,1,68,5,656.14
Neil Hamill,NA,4,0,25,5,2480.1
Lavona Spinka,NA,2,0,83,8,456.41
Brittany Durgan,NA,2,0,31,6,252.64
Ruthann Johnston,214.151.195.47,1,1,44,5,877.82
Rhett Considine,NA,2,0,43,8,421.03
Marlo Willms,151.243.148.48,1,1,48,7,1003.7
Donald Nikolaus,220.193.115.186,3,1,33,6,100.38
Marco Armstrong,NA,2,0,66,3,486.32
Elfrieda Douglas,209.83.224.50,4,1,20,6,1143.9
Boyce Koch,55.211.27.68,1,1,57,3,910
Lazaro Runolfsson,115.126.116.137,4,1,48,5,440.33
Cordell DuBuque,119.135.182.138,1,1,38,2,993.08
Lindsy Boyle,NA,2,0,36,3,464.93
Patrick Berge,1.249.104.34,3,1,55,3,766.32
Chanda Kautzer,153.12.225.106,3,1,52,3,146.61
Leanna Larkin,192.89.158.230,3,1,40,6,587.16
Franklin McDermott,153.131.205.42,1,1,51,7,467.67
Ayesha VonRueden,154.24.58.13,3,1,41,6,671.73
Nichelle Muller,NA,3,0,51,4,2654.5
Sean Raynor,146.216.36.164,4,1,38,7,1931.3
Peter Greenholt,84.247.245.139,4,1,35,2,301.58
Janeth Leuschke,251.191.162.57,3,1,53,6,733.86
Kathern McCullough,254.85.214.172,3,1,52,2,624.06
Glennis King,36.165.25.152,4,1,50,8,90.873
Amy Hoppe,NA,4,0,46,6,374.05
Norman Langosh,26.77.253.148,1,1,37,6,1447.1
Darnell Kohler,138.151.34.105,1,1,31,7,897.18
Elsy Harris,NA,2,0,34,6,35.685
Jack Hartmann,159.12.190.83,1,1,55,4,291.64
Emanuel Muller,NA,2,0,34,3,26.188
Chester Block,146.200.25.126,3,1,56,7,816.88
Muoi Yost,212.208.135.37,3,1,28,5,769.36
Velva Schaefer,95.36.133.146,3,1,67,6,757.42
Mana Boyer,NA,4,0,46,6,2048
Elmira Gusikowski,178.216.179.218,4,1,41,3,731.18
Rona Streich,NA,4,0,60,1,532.09
Wiley Beahan,NA,4,0,28,6,1763.5
Lance Steuber,NA,3,0,25,3,2972.9
Phyllis Schultz,NA,2,0,77,5,285.6
Detra Monahan,188.133.232.22,1,1,52,4,905.24
Hugh Lynch,18.152.159.163,4,1,51,5,662.52
Brooks Funk,NA,4,0,27,4,1800
Lindsay Rau,NA,2,0,29,6,285.43
Benton Hills,9.122.242.116,4,1,49,6,854.84
Mohamed Cummerata,119.254.109.246,3,1,41,7,66.42
Dwight Weissnat,216.211.54.17,3,1,71,3,406.86
Raul Harris,176.188.35.43,1,1,37,7,726.31
Abdul Lockman,NA,4,0,43,2,1795.8
Berneice Schultz,NA,2,0,76,2,409.61
Jenette Daniel,180.217.211.253,1,1,20,2,716.17
Sherice Keeling,NA,2,0,63,6,478.38
Kendrick Welch,NA,2,0,35,1,81.731
Alayna Jerde,154.139.131.62,3,1,31,5,885.34
Fred Legros,NA,3,0,55,6,125.48
Quintin Jerde,244.207.108.240,3,1,66,1,895.94
Sun Predovic,NA,2,0,77,1,427.55
Corey O'Keefe,NA,4,0,35,1,2605.8
Noe Pagac,NA,2,0,46,7,380.21
Gabriel Cruickshank,108.12.132.197,1,1,50,3,124.4
Hollis Bernier,NA,4,0,38,7,2492.9
Angele Rolfson,64.112.96.4,1,1,25,2,148.06
Tracey Lowe,141.38.139.5,1,1,37,4,1425
Rima Hettinger,NA,2,0,50,7,76.143
Beata Little,247.182.106.10,1,1,54,6,715.55
